@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute outputs_annie-1 numeric
@attribute outputs_annie-2 numeric
@attribute outputs_annie-3 numeric
@attribute outputs_annie-4 numeric
@attribute outputs_annie-5 numeric
@attribute outputs_annie-6 numeric

@data
559,'2017/02/12 14:03:11:735',12,318.576447,215.326279,3.847831,0.185547,0.530776,-0.100995,13.998154,0.924988,6.718538,6.696989,3.146174,3.155235,19.690802,7.432506,1,1,1,?,?,?
560,'2017/02/12 14:03:11:766',12,318.504211,215.454361,3.85287,0.185017,0.526845,-0.101668,13.958525,0.906767,6.725893,6.702157,3.111106,3.119242,19.77104,7.405077,1,1,1,?,?,?
561,'2017/02/12 14:03:11:803',12,318.452179,215.588242,3.843796,0.178552,0.53169,-0.104196,13.94689,0.930885,6.699969,6.68251,3.150565,3.16116,19.717457,7.398954,1,1,1,?,?,?
562,'2017/02/12 14:03:11:815',12,318.31015,215.53299,3.847141,0.181317,0.529284,-0.104843,13.960144,0.912811,6.722978,6.702312,3.122882,3.132439,19.762547,7.404183,1,1,1,?,?,?
563,'2017/02/12 14:03:11:849',12,318.180115,215.545151,3.846582,0.180664,0.529597,-0.104462,13.946131,0.906562,6.699875,6.680403,3.138319,3.148642,19.714705,7.40592,1,1,1,?,?,?
564,'2017/02/12 14:03:11:884',12,317.963654,215.674637,3.849002,0.178131,0.529388,-0.104243,13.949847,0.911641,6.7036,6.682366,3.115336,3.123809,19.75968,7.407997,1,1,1,?,?,?
565,'2017/02/12 14:03:11:933',12,317.7547,215.64296,3.847491,0.178871,0.529648,-0.105196,13.991217,0.933842,6.684844,6.666056,3.143607,3.150585,19.736563,7.418542,1,1,1,?,?,?
566,'2017/02/12 14:03:11:949',12,317.777954,215.77005,3.843468,0.176098,0.530592,-0.107577,13.967955,0.887822,6.715534,6.695461,3.136183,3.142645,19.729778,7.40053,1,1,1,?,?,?
567,'2017/02/12 14:03:11:999',12,317.703308,215.770416,3.84485,0.175927,0.532393,-0.108024,13.953989,0.898447,6.688999,6.671941,3.154882,3.160667,19.717402,7.418583,1,1,1,?,?,?
568,'2017/02/12 14:03:12:027',12,317.703308,215.770416,3.84485,0.175927,0.532393,-0.108024,13.953989,0.898447,6.688999,6.671941,3.154882,3.160667,19.717402,7.418583,1,1,1,?,?,?
569,'2017/02/12 14:03:12:037',12,317.612732,215.731308,3.839982,0.176103,0.535404,-0.108488,13.956022,0.885612,6.687992,6.672426,3.146833,3.154929,19.707346,7.416374,1,1,1,?,?,?
570,'2017/02/12 14:03:12:066',12,317.612732,215.731308,3.839982,0.176103,0.535404,-0.108488,13.956022,0.885612,6.687992,6.672426,3.146833,3.154929,19.707346,7.416374,1,1,1,?,?,?
571,'2017/02/12 14:03:12:068',12,317.476044,215.879807,3.840473,0.174489,0.533558,-0.11042,13.93326,0.903039,6.695387,6.681454,3.118758,3.127016,19.778584,7.415655,1,1,1,?,?,?
572,'2017/02/12 14:03:12:103',12,317.549408,215.904831,3.835382,0.178534,0.536402,-0.11296,13.936366,0.88548,6.699161,6.684906,3.135395,3.143223,19.719866,7.401622,1,1,1,?,?,?
573,'2017/02/12 14:03:12:112',12,317.549408,215.904831,3.835382,0.178534,0.536402,-0.11296,13.936366,0.88548,6.699161,6.684906,3.135395,3.143223,19.719866,7.401622,1,1,1,?,?,?
574,'2017/02/12 14:03:12:138',12,317.61145,216.226669,3.830384,0.170992,0.537151,-0.114831,13.871071,0.919038,6.682701,6.668662,3.120992,3.126652,19.773802,7.408101,1,1,1,?,?,?
575,'2017/02/12 14:03:12:169',12,317.703156,216.242325,3.827161,0.170233,0.539595,-0.11607,13.903417,0.899034,6.691621,6.678569,3.129222,3.136788,19.689526,7.405094,1,1,1,?,?,?
576,'2017/02/12 14:03:12:196',12,317.703156,216.242325,3.827161,0.170233,0.539595,-0.11607,13.903417,0.899034,6.691621,6.678569,3.129222,3.136788,19.689526,7.405094,1,1,1,?,?,?
577,'2017/02/12 14:03:12:203',12,317.714386,216.279175,3.82944,0.17822,0.539261,-0.117556,13.838074,0.879845,6.694801,6.679697,3.118384,3.12609,19.791246,7.384498,1,1,1,?,?,?
578,'2017/02/12 14:03:12:235',12,317.690765,216.252319,3.830429,0.182847,0.537568,-0.118323,13.879691,0.913062,6.690428,6.678305,3.138705,3.146638,19.752832,7.384149,1,1,1,?,?,?
579,'2017/02/12 14:03:12:269',12,317.656372,216.344589,3.830499,0.179773,0.539682,-0.117479,13.942121,0.919068,6.685365,6.674668,3.149862,3.158049,19.723995,7.400715,1,1,1,?,?,?
580,'2017/02/12 14:03:12:303',12,317.701538,216.299927,3.831185,0.186593,0.54174,-0.119214,13.870811,0.893455,6.682832,6.670651,3.134356,3.140965,19.792839,7.390341,1,1,1,?,?,?
581,'2017/02/12 14:03:12:315',12,317.755707,216.154037,3.83062,0.193306,0.544592,-0.120064,13.929511,0.918981,6.67024,6.660683,3.153939,3.162207,19.726305,7.399427,1,1,1,?,?,?
582,'2017/02/12 14:03:12:368',12,317.806763,216.256058,3.831931,0.197106,0.545167,-0.124277,13.92529,0.94697,6.687246,6.681316,3.152016,3.160379,19.780497,7.345973,1,1,1,?,?,?
583,'2017/02/12 14:03:12:404',12,318.093872,216.377975,3.825454,0.189011,0.549129,-0.124437,13.932235,0.939851,6.678318,6.670732,3.115753,3.122224,19.767239,7.386043,1,1,1,?,?,?
584,'2017/02/12 14:03:12:437',12,318.250244,216.675278,3.815243,0.18823,0.553282,-0.131043,13.886086,0.965858,6.686312,6.681304,3.123485,3.12869,19.817553,7.369581,1,1,1,?,?,?
585,'2017/02/12 14:03:12:470',12,318.417877,216.529755,3.814905,0.1951,0.55656,-0.129039,13.872821,0.970776,6.692846,6.686112,3.112524,3.121584,19.832233,7.351958,1,1,1,?,?,?
586,'2017/02/12 14:03:12:481',12,318.517731,216.748642,3.812462,0.186573,0.557213,-0.129623,13.913362,0.949796,6.653187,6.649655,3.136035,3.142825,19.817074,7.376211,1,1,1,?,?,?
587,'2017/02/12 14:03:12:520',12,318.544891,216.712189,3.81675,0.193826,0.552336,-0.130161,13.894851,0.971844,6.684867,6.684013,3.114481,3.123518,19.850216,7.362308,1,1,1,?,?,?
588,'2017/02/12 14:03:12:554',12,318.535217,216.817673,3.817265,0.181681,0.546909,-0.12439,13.910153,0.987511,6.66873,6.662618,3.107412,3.118148,19.778379,7.3883,1,1,1,?,?,?
589,'2017/02/12 14:03:12:585',12,318.758057,216.816513,3.812087,0.186374,0.553589,-0.130258,13.90998,0.952897,6.663926,6.663842,3.131479,3.140373,19.803867,7.362002,1,1,1,?,?,?
590,'2017/02/12 14:03:12:620',12,318.755005,216.731995,3.818038,0.186478,0.548583,-0.12539,13.889816,0.95555,6.685272,6.677073,3.103738,3.111315,19.824247,7.373552,1,1,1,?,?,?
591,'2017/02/12 14:04:57:207',13,351.250488,228.181915,3.908373,0.267597,0.060203,0.107291,13.185443,0.886103,7.18716,7.236723,3.058078,3.201332,19.844112,6.753512,0.628753,0.628753,0.628753,0.294,0.294,0.294
592,'2017/02/12 14:04:57:242',13,350.871094,228.343491,3.913823,0.275576,0.062936,0.10739,13.366877,0.880052,7.206129,7.252897,3.06079,3.203498,19.903999,6.789864,0.628753,0.628753,0.628753,0.294,0.294,0.294
593,'2017/02/12 14:04:57:267',13,350.871094,228.343491,3.913823,0.275576,0.062936,0.10739,13.366877,0.880052,7.206129,7.252897,3.06079,3.203498,19.903999,6.789864,0.628753,0.628753,0.628753,0.294,0.294,0.294
594,'2017/02/12 14:04:57:271',13,350.728119,228.610458,3.905993,0.275217,0.064387,0.104183,13.204391,0.85704,7.220471,7.27721,3.041868,3.180677,19.963991,6.757582,0.628753,0.628753,0.628753,0.294,0.294,0.294
595,'2017/02/12 14:04:57:308',13,350.541443,228.413483,3.910108,0.282744,0.064856,0.104053,13.299947,0.837998,7.278859,7.331046,2.936554,3.078988,19.968359,6.784932,0.628753,0.628753,0.628753,0.294,0.294,0.294
596,'2017/02/12 14:04:57:340',13,350.597595,228.337692,3.913927,0.290278,0.067629,0.107291,13.202797,0.847119,7.304672,7.36072,3.005868,3.164703,20.032846,6.735101,0.628753,0.628753,0.628753,0.294,0.294,0.294
597,'2017/02/12 14:04:57:373',13,350.592468,228.736893,3.911647,0.278957,0.068819,0.106357,13.370461,0.852615,7.224075,7.282538,3.008979,3.153646,19.95771,6.790761,0.628753,0.628753,0.628753,0.294,0.294,0.294
598,'2017/02/12 14:04:57:375',13,350.592468,228.736893,3.911647,0.278957,0.068819,0.106357,13.370461,0.852615,7.224075,7.282538,3.008979,3.153646,19.95771,6.790761,0.628753,0.628753,0.628753,0.294,0.294,0.294
599,'2017/02/12 14:04:57:405',13,350.61792,228.748932,3.908692,0.279462,0.067416,0.106669,13.284868,0.858763,7.23559,7.296291,2.999818,3.151679,19.946436,6.800862,0.628753,0.628753,0.628753,0.294,0.294,0.294
600,'2017/02/12 14:04:57:441',13,350.398956,228.642761,3.911317,0.279371,0.06894,0.107819,13.305077,0.856049,7.258631,7.317387,2.955957,3.105384,19.909029,6.763026,0.628753,0.628753,0.628753,0.294,0.294,0.294
601,'2017/02/12 14:04:57:468',13,350.398956,228.642761,3.911317,0.279371,0.06894,0.107819,13.305077,0.856049,7.258631,7.317387,2.955957,3.105384,19.909029,6.763026,0.628753,0.628753,0.628753,0.294,0.294,0.294
602,'2017/02/12 14:04:57:474',13,350.036774,228.789551,3.907958,0.274258,0.069347,0.106493,13.43329,0.846524,7.254875,7.317,2.988498,3.131769,19.91341,6.836308,0.628753,0.628753,0.628753,0.294,0.294,0.294
603,'2017/02/12 14:04:57:508',13,348.917511,228.663712,3.907512,0.279908,0.073054,0.109306,13.372025,0.834964,7.270601,7.325785,2.950133,3.096474,19.987532,6.787172,0.628753,0.628753,0.628753,0.294,0.294,0.294
604,'2017/02/12 14:04:57:541',13,347.410004,228.513199,3.901603,0.27626,0.077277,0.108446,13.448855,0.83207,7.300841,7.363551,2.897301,3.045082,19.911045,6.852395,0.628753,0.628753,0.628753,0.294,0.294,0.294
605,'2017/02/12 14:04:57:574',13,345.371552,228.130188,3.908847,0.287242,0.080732,0.112995,13.314418,0.848446,7.347046,7.408205,2.855799,3.027219,19.993732,6.851146,0.628753,0.628753,0.628753,0.294,0.294,0.294
606,'2017/02/12 14:04:57:606',13,342.61026,228.071411,3.911081,0.290151,0.084949,0.110246,13.256254,0.829929,7.352293,7.425044,2.890631,3.054437,20.083628,6.803844,0.628753,0.628753,0.628753,0.294,0.294,0.294
607,'2017/02/12 14:04:57:613',13,342.61026,228.071411,3.911081,0.290151,0.084949,0.110246,13.256254,0.829929,7.352293,7.425044,2.890631,3.054437,20.083628,6.803844,0.628753,0.628753,0.628753,0.294,0.294,0.294
608,'2017/02/12 14:04:57:639',13,339.819153,227.81955,3.911854,0.289066,0.089126,0.106484,13.269872,0.845955,7.378664,7.453562,2.800986,2.969435,20.052986,6.820366,0.628753,0.628753,0.628753,0.294,0.294,0.294
609,'2017/02/12 14:04:57:672',13,337.060059,227.811905,3.914665,0.293314,0.091429,0.101407,13.308794,0.834544,7.308887,7.392379,2.912623,3.070438,20.11528,6.801019,0.628753,0.628753,0.628753,0.294,0.294,0.294
610,'2017/02/12 14:04:57:708',13,333.841492,227.860977,3.910283,0.291468,0.093328,0.099909,13.133088,0.820038,7.305212,7.376117,2.916113,3.073766,20.044331,6.775172,0.628753,0.628753,0.628753,0.294,0.294,0.294
611,'2017/02/12 14:04:57:724',13,330.405212,227.845413,3.901019,0.296481,0.097492,0.095524,13.050221,0.802135,7.328148,7.411466,2.907279,3.066048,20.14452,6.744697,0.628753,0.628753,0.628753,0.294,0.294,0.294
612,'2017/02/12 14:04:57:734',13,330.405212,227.845413,3.901019,0.296481,0.097492,0.095524,13.050221,0.802135,7.328148,7.411466,2.907279,3.066048,20.14452,6.744697,0.628753,0.628753,0.628753,0.294,0.294,0.294
613,'2017/02/12 14:04:57:774',13,326.76944,227.61792,3.916255,0.304176,0.10237,0.093327,13.184329,0.810913,7.367196,7.446835,2.82844,2.990893,20.175032,6.761528,0.628753,0.628753,0.628753,0.294,0.294,0.294
614,'2017/02/12 14:04:57:810',13,323.292603,227.807083,3.91841,0.308859,0.105318,0.094113,13.106698,0.80336,7.279677,7.3622,2.991389,3.165168,20.252081,6.775866,0.628753,0.628753,0.628753,0.294,0.294,0.294
615,'2017/02/12 14:04:57:825',13,319.605682,227.921753,3.916395,0.304053,0.112725,0.09383,13.127409,0.819979,7.296366,7.385689,2.916644,3.094072,20.165892,6.820873,0.628753,0.628753,0.628753,0.294,0.294,0.294
616,'2017/02/12 14:04:57:853',13,315.767548,227.958542,3.908824,0.298596,0.120335,0.090172,13.0014,0.807965,7.306931,7.383587,2.825523,2.984238,20.197933,6.839531,0.628753,0.628753,0.628753,0.294,0.294,0.294
617,'2017/02/12 14:04:57:883',13,315.767548,227.958542,3.908824,0.298596,0.120335,0.090172,13.0014,0.807965,7.306931,7.383587,2.825523,2.984238,20.197933,6.839531,0.628753,0.628753,0.628753,0.294,0.294,0.294
618,'2017/02/12 14:04:57:889',13,312.134216,228.194016,3.9045,0.293736,0.128281,0.090103,13.082952,0.808191,7.242717,7.318248,2.902841,3.056075,20.156969,6.823822,0.628753,0.628753,0.628753,0.294,0.294,0.294
619,'2017/02/12 14:04:57:941',13,308.837097,227.994629,3.909046,0.302414,0.134608,0.091279,12.910871,0.828267,7.274988,7.348883,2.796112,2.959496,20.155689,6.824719,0.628753,0.628753,0.628753,0.294,0.294,0.294
620,'2017/02/12 14:04:57:957',13,306.002838,227.801376,3.925058,0.300766,0.135341,0.094026,13.021727,0.806314,7.335639,7.402782,2.768034,2.940272,20.138247,6.883876,0.628753,0.628753,0.628753,0.294,0.294,0.294
621,'2017/02/12 14:04:57:977',13,306.002838,227.801376,3.925058,0.300766,0.135341,0.094026,13.021727,0.806314,7.335639,7.402782,2.768034,2.940272,20.138247,6.883876,0.628753,0.628753,0.628753,0.294,0.294,0.294
622,'2017/02/12 14:04:58:113',13,306.002838,227.801376,3.925058,0.300766,0.135341,0.094026,13.021727,0.806314,7.335639,7.402782,2.768034,2.940272,20.138247,6.883876,0.628753,0.628753,0.628753,0.294,0.294,0.294
623,'2017/02/12 14:04:58:165',13,302.10199,229.724579,3.934772,0.190969,0.092856,0.084509,13.315941,0.832007,6.994268,7.025975,2.830815,2.853905,19.145292,7.07758,0.628753,0.628753,0.628753,0.294,0.294,0.294
624,'2017/02/12 14:04:58:181',13,303.823151,230.454254,3.933908,0.191454,0.080182,0.097486,13.322077,0.903615,6.974959,6.994807,3.098812,3.141639,19.126707,7.03276,0.628753,0.628753,0.628753,0.294,0.294,0.294
625,'2017/02/12 14:04:58:196',13,305.128845,230.297348,3.94034,0.188902,0.074843,0.100491,13.389227,0.857968,6.982919,7.014748,2.888478,2.930311,19.040724,7.117896,0.628753,0.628753,0.628753,0.294,0.294,0.294
626,'2017/02/12 14:04:58:243',13,306.955963,230.256058,3.944935,0.183748,0.070506,0.101402,13.414889,0.904528,6.981838,7.020708,2.920477,2.957988,19.006468,7.06126,0.628753,0.628753,0.628753,0.294,0.294,0.294
627,'2017/02/12 14:04:58:247',13,306.955963,230.256058,3.944935,0.183748,0.070506,0.101402,13.414889,0.904528,6.981838,7.020708,2.920477,2.957988,19.006468,7.06126,0.628753,0.628753,0.628753,0.294,0.294,0.294
628,'2017/02/12 14:04:58:258',13,309.623871,230.095032,3.955126,0.18222,0.057993,0.101767,13.363939,0.872382,6.95721,6.995734,2.934322,2.968997,18.987995,7.066741,0.628753,0.628753,0.628753,0.294,0.294,0.294
629,'2017/02/12 14:04:58:291',13,312.495911,229.59079,3.958455,0.1899,0.056653,0.106375,13.438277,0.849698,7.014435,7.037475,2.906934,2.945551,19.080378,6.999228,0.628753,0.628753,0.628753,0.294,0.294,0.294
630,'2017/02/12 14:04:58:324',13,315.898682,228.920242,3.965526,0.218288,0.064668,0.112199,13.435414,0.88681,7.072287,7.108366,2.930874,2.991991,19.39035,6.86992,0.628753,0.628753,0.628753,0.294,0.294,0.294
631,'2017/02/12 14:04:58:327',13,315.898682,228.920242,3.965526,0.218288,0.064668,0.112199,13.435414,0.88681,7.072287,7.108366,2.930874,2.991991,19.39035,6.86992,0.628753,0.628753,0.628753,0.294,0.294,0.294
632,'2017/02/12 14:04:58:358',13,320.371368,228.35083,3.917104,0.232659,0.082329,0.103934,13.35316,0.870077,7.159738,7.230284,2.934899,3.038498,19.578608,6.923861,0.628753,0.628753,0.628753,0.294,0.294,0.294
633,'2017/02/12 14:04:58:394',13,324.034485,227.713638,3.923928,0.253173,0.076515,0.103196,13.318402,0.874423,7.219109,7.282575,2.937865,3.056425,19.766687,6.861999,0.628753,0.628753,0.628753,0.294,0.294,0.294
634,'2017/02/12 14:04:58:419',13,324.034485,227.713638,3.923928,0.253173,0.076515,0.103196,13.318402,0.874423,7.219109,7.282575,2.937865,3.056425,19.766687,6.861999,0.628753,0.628753,0.628753,0.294,0.294,0.294
635,'2017/02/12 14:04:58:426',13,327.36142,227.520569,3.931178,0.254199,0.071026,0.105583,13.239765,0.872811,7.232639,7.289059,2.957916,3.064539,19.818682,6.843117,0.628753,0.628753,0.628753,0.294,0.294,0.294
636,'2017/02/12 14:04:58:456',13,330.490631,227.445923,3.929704,0.255626,0.065556,0.107672,13.256782,0.859841,7.195701,7.252184,3.011445,3.115262,19.863852,6.804084,0.628753,0.628753,0.628753,0.294,0.294,0.294
637,'2017/02/12 14:04:58:491',13,333.350586,227.187561,3.928845,0.253277,0.065435,0.107984,13.242441,0.868028,7.247076,7.298715,2.955872,3.049997,19.8253,6.830456,0.628753,0.628753,0.628753,0.294,0.294,0.294
638,'2017/02/12 14:04:58:542',13,333.350586,227.187561,3.928845,0.253277,0.065435,0.107984,13.242441,0.868028,7.247076,7.298715,2.955872,3.049997,19.8253,6.830456,0.628753,0.628753,0.628753,0.294,0.294,0.294
639,'2017/02/12 14:04:58:544',13,335.999603,226.929565,3.929068,0.257202,0.060811,0.115177,13.371796,0.861691,7.242017,7.281904,2.986561,3.094576,19.945011,6.803358,0.628753,0.628753,0.628753,0.294,0.294,0.294
640,'2017/02/12 14:04:58:559',13,338.467804,227.023926,3.916341,0.245955,0.05961,0.112273,13.311444,0.86418,7.211001,7.267077,2.98364,3.07372,19.850294,6.793364,0.628753,0.628753,0.628753,0.294,0.294,0.294
641,'2017/02/12 14:04:58:610',13,340.721405,226.876083,3.908628,0.242411,0.060355,0.115081,13.454947,0.876907,7.22751,7.283324,2.975444,3.063009,19.7729,6.848812,0.628753,0.628753,0.628753,0.294,0.294,0.294
642,'2017/02/12 14:04:58:626',13,342.819366,226.562225,3.912055,0.244511,0.057685,0.119834,13.339306,0.870346,7.248691,7.297706,2.930105,3.027873,19.888535,6.812751,0.628753,0.628753,0.628753,0.294,0.294,0.294
643,'2017/02/12 14:04:58:635',13,342.819366,226.562225,3.912055,0.244511,0.057685,0.119834,13.339306,0.870346,7.248691,7.297706,2.930105,3.027873,19.888535,6.812751,0.628753,0.628753,0.628753,0.294,0.294,0.294
644,'2017/02/12 14:04:58:679',13,344.888824,226.386383,3.914257,0.248661,0.059451,0.116834,13.453585,0.8635,7.237057,7.292408,2.973199,3.063435,19.935171,6.817564,0.628753,0.628753,0.628753,0.294,0.294,0.294
645,'2017/02/12 14:04:58:694',13,346.543396,226.457199,3.902139,0.237053,0.060493,0.115692,13.411556,0.873004,7.232265,7.297979,2.923187,3.002921,19.896751,6.761278,0.628753,0.628753,0.628753,0.294,0.294,0.294
646,'2017/02/12 14:04:58:744',13,348.256897,226.761169,3.87282,0.241636,0.057652,0.116092,13.457435,0.831089,7.384516,7.468985,2.857944,2.941582,20.02895,6.710473,0.628753,0.628753,0.628753,0.294,0.294,0.294
647,'2017/02/12 14:04:58:759',13,350.376526,228.237106,3.786714,0.230433,0.046189,0.119729,13.823738,0.719719,8.311935,8.430202,2.634811,2.749007,20.273741,6.630098,0.628753,0.628753,0.628753,0.294,0.294,0.294
648,'2017/02/12 14:04:58:776',13,350.376526,228.237106,3.786714,0.230433,0.046189,0.119729,13.823738,0.719719,8.311935,8.430202,2.634811,2.749007,20.273741,6.630098,0.628753,0.628753,0.628753,0.294,0.294,0.294
649,'2017/02/12 14:04:58:812',13,351.548309,228.26152,3.787927,0.236362,0.048572,0.12264,13.902338,0.696736,8.787143,8.887479,2.638954,2.758979,20.223499,6.512691,0.628753,0.628753,0.628753,0.294,0.294,0.294
650,'2017/02/12 14:04:58:827',13,352.885742,227.957092,3.788914,0.24008,0.046645,0.126231,13.78721,0.709155,8.555306,8.669417,2.760979,2.891674,20.369076,6.511456,0.628753,0.628753,0.628753,0.294,0.294,0.294
651,'2017/02/12 14:04:58:876',13,353.936798,227.261276,3.821068,0.24336,0.046125,0.125083,13.655216,0.772926,8.051284,8.15139,2.798372,2.913084,20.285837,6.559333,0.628753,0.628753,0.628753,0.294,0.294,0.294
652,'2017/02/12 14:04:58:877',13,353.936798,227.261276,3.821068,0.24336,0.046125,0.125083,13.655216,0.772926,8.051284,8.15139,2.798372,2.913084,20.285837,6.559333,0.628753,0.628753,0.628753,0.294,0.294,0.294
653,'2017/02/12 14:04:58:910',13,354.975647,226.480026,3.857375,0.253231,0.046354,0.127199,13.579823,0.825139,7.695429,7.779182,2.766251,2.87571,20.200167,6.674934,0.628753,0.628753,0.628753,0.294,0.294,0.294
654,'2017/02/12 14:04:58:944',13,355.790375,225.983612,3.86594,0.247777,0.045739,0.126611,13.484625,0.829322,7.497993,7.564292,2.828761,2.925873,20.125355,6.740469,0.628753,0.628753,0.628753,0.294,0.294,0.294
655,'2017/02/12 14:04:58:978',13,356.473328,225.660065,3.87832,0.241704,0.047425,0.124591,13.411263,0.850385,7.383857,7.4479,2.8452,2.929972,20.100784,6.738232,0.628753,0.628753,0.628753,0.294,0.294,0.294
656,'2017/02/12 14:04:59:011',13,356.919922,225.140778,3.890624,0.240917,0.045562,0.12691,13.354169,0.864945,7.359723,7.413734,2.862714,2.946087,20.081474,6.761307,0.628753,0.628753,0.628753,0.294,0.294,0.294
657,'2017/02/12 14:04:59:017',13,356.919922,225.140778,3.890624,0.240917,0.045562,0.12691,13.354169,0.864945,7.359723,7.413734,2.862714,2.946087,20.081474,6.761307,0.628753,0.628753,0.628753,0.294,0.294,0.294
658,'2017/02/12 14:04:59:046',13,357.493164,224.454407,3.892799,0.237424,0.044565,0.129426,13.415422,0.898696,7.314609,7.364648,2.919803,3.008426,20.106642,6.748629,0.628753,0.628753,0.628753,0.294,0.294,0.294
659,'2017/02/12 14:04:59:078',13,358.034119,223.504425,3.888155,0.225701,0.041113,0.128805,13.387774,0.892591,7.272568,7.311153,2.948898,3.028072,20.067165,6.721378,0.628753,0.628753,0.628753,0.294,0.294,0.294
660,'2017/02/12 14:04:59:110',13,358.429871,221.935242,3.893209,0.232728,0.038421,0.130869,13.465797,0.890386,7.286772,7.313523,2.896957,2.985375,20.135897,6.738564,0.628753,0.628753,0.628753,0.294,0.294,0.294
661,'2017/02/12 14:04:59:120',13,358.429871,221.935242,3.893209,0.232728,0.038421,0.130869,13.465797,0.890386,7.286772,7.313523,2.896957,2.985375,20.135897,6.738564,0.628753,0.628753,0.628753,0.294,0.294,0.294
662,'2017/02/12 14:04:59:126',13,358.866882,220.304718,3.870651,0.214333,0.040388,0.124058,13.476114,0.880796,7.221723,7.248904,2.947153,3.016417,20.101311,6.737992,0.628753,0.628753,0.628753,0.294,0.294,0.294
663,'2017/02/12 14:04:59:179',13,358.918762,218.36853,3.879094,0.208234,0.037398,0.123095,13.535133,0.879974,7.200001,7.224483,2.945859,3.017626,20.048534,6.697413,0.628753,0.628753,0.628753,0.294,0.294,0.294
664,'2017/02/12 14:04:59:210',13,359.335602,216.064377,3.89161,0.225945,0.038471,0.12275,13.385315,0.838215,7.214933,7.237154,3.06344,3.14636,20.323755,6.679583,0.628753,0.628753,0.628753,0.294,0.294,0.294
665,'2017/02/12 14:04:59:215',13,359.335602,216.064377,3.89161,0.225945,0.038471,0.12275,13.385315,0.838215,7.214933,7.237154,3.06344,3.14636,20.323755,6.679583,0.628753,0.628753,0.628753,0.294,0.294,0.294
666,'2017/02/12 14:04:59:247',13,359.254059,214.328918,3.897715,0.220691,0.039669,0.124363,13.566442,0.898121,7.268083,7.299778,2.952425,3.043076,20.320168,6.699791,0.628753,0.628753,0.628753,0.294,0.294,0.294
667,'2017/02/12 14:04:59:263',13,359.577667,212.804199,3.888543,0.206906,0.039863,0.117448,13.514181,0.844806,7.187873,7.217505,3.078317,3.148684,20.292381,6.663033,0.628753,0.628753,0.628753,0.294,0.294,0.294
668,'2017/02/12 14:04:59:311',13,359.412445,211.632965,3.892802,0.196351,0.03844,0.117901,13.63524,0.928562,7.273973,7.312054,2.902636,2.975595,20.211584,6.684298,0.628753,0.628753,0.628753,0.294,0.294,0.294
669,'2017/02/12 14:04:59:316',13,359.412445,211.632965,3.892802,0.196351,0.03844,0.117901,13.63524,0.928562,7.273973,7.312054,2.902636,2.975595,20.211584,6.684298,0.628753,0.628753,0.628753,0.294,0.294,0.294
670,'2017/02/12 14:04:59:345',13,359.380371,210.139984,3.894089,0.193234,0.03571,0.118954,13.511724,0.867613,7.247518,7.279209,2.91986,3.003485,20.269156,6.661678,0.628753,0.628753,0.628753,0.294,0.294,0.294
671,'2017/02/12 14:04:59:378',13,359.222107,208.819641,3.90298,0.196446,0.039595,0.116812,13.497089,0.946001,7.323501,7.358433,2.817148,2.897011,20.341864,6.663075,0.628753,0.628753,0.628753,0.294,0.294,0.294
672,'2017/02/12 14:04:59:394',13,359.031952,207.402863,3.894977,0.190308,0.036948,0.11662,13.5022,0.87421,7.299285,7.326399,2.858586,2.940066,20.170631,6.650469,0.628753,0.628753,0.628753,0.294,0.294,0.294
673,'2017/02/12 14:04:59:427',13,358.764252,206.503128,3.90807,0.186268,0.037644,0.113852,13.566953,0.936927,7.28239,7.322452,2.854316,2.931975,20.225086,6.67842,0.628753,0.628753,0.628753,0.294,0.294,0.294
674,'2017/02/12 14:04:59:445',13,358.764252,206.503128,3.90807,0.186268,0.037644,0.113852,13.566953,0.936927,7.28239,7.322452,2.854316,2.931975,20.225086,6.67842,0.628753,0.628753,0.628753,0.294,0.294,0.294
675,'2017/02/12 14:04:59:461',13,358.662598,205.524399,3.910689,0.189365,0.03868,0.11009,13.428965,0.881864,7.279091,7.322512,2.890056,2.959883,20.207449,6.692618,0.628753,0.628753,0.628753,0.294,0.294,0.294
676,'2017/02/12 14:04:59:494',13,358.282196,204.843353,3.913818,0.192387,0.040551,0.110676,13.461206,0.897239,7.339123,7.385545,2.860468,2.932417,20.266977,6.664011,0.628753,0.628753,0.628753,0.294,0.294,0.294
677,'2017/02/12 14:04:59:528',13,358.105743,204.564926,3.915084,0.18923,0.040338,0.110897,13.49295,0.882674,7.31297,7.373909,2.900533,2.978795,20.138432,6.655157,0.628753,0.628753,0.628753,0.294,0.294,0.294
678,'2017/02/12 14:04:59:561',13,357.9823,204.701447,3.916605,0.191971,0.040242,0.109389,13.456906,0.864383,7.285162,7.329264,2.942303,3.010597,20.210184,6.616544,0.628753,0.628753,0.628753,0.294,0.294,0.294
