@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute outputs_annie-1 numeric
@attribute outputs_annie-2 numeric
@attribute outputs_annie-3 numeric
@attribute outputs_annie-4 numeric
@attribute outputs_annie-5 numeric
@attribute outputs_annie-6 numeric

@data
442,'2017/02/12 13:47:16:857',9,298.417755,209.422165,4.574652,0.134164,-0.023775,0.113344,13.760715,1.091614,7.16908,7.1455,2.955217,2.976509,20.204721,6.725096,0.168427,0.168427,0.168427,?,?,?
443,'2017/02/12 13:47:21:877',10,334.108459,191.977661,5.269043,0.027095,-0.024755,0.058271,13.478944,10.833698,7.816206,7.75286,2.546299,2.525097,28.053606,5.736603,0.168427,0.168427,0.168427,?,?,?
444,'2017/02/12 13:47:21:879',10,334.158447,192.543564,5.264915,0.025543,-0.027887,0.059164,13.524224,10.733318,7.874476,7.805599,2.591887,2.575227,27.897293,5.757196,0.168427,0.168427,0.168427,?,?,?
445,'2017/02/12 13:47:21:909',10,334.297791,192.926453,5.269398,0.036509,-0.026477,0.06274,13.45229,10.837559,7.7567,7.691818,2.628734,2.609374,27.923565,5.723592,0.168427,0.168427,0.168427,?,?,?
446,'2017/02/12 13:47:21:924',10,334.892487,193.185532,5.252524,0.03486,-0.025356,0.058356,13.506088,10.506553,7.865607,7.804034,2.629258,2.586785,27.648035,5.645308,0.168427,0.168427,0.168427,?,?,?
447,'2017/02/12 13:47:21:974',10,335.672119,193.463699,5.272753,0.029249,-0.030509,0.059307,13.35864,10.741545,7.71516,7.645021,2.727814,2.689837,27.975269,5.623154,0.168427,0.168427,0.168427,?,?,?
448,'2017/02/12 13:47:22:007',10,336.301056,193.611664,5.267039,0.03376,-0.032212,0.060525,13.459988,10.327271,7.822171,7.740788,2.647636,2.608785,27.82052,5.653284,0.168427,0.168427,0.168427,?,?,?
449,'2017/02/12 13:47:22:018',10,336.301056,193.611664,5.267039,0.03376,-0.032212,0.060525,13.459988,10.327271,7.822171,7.740788,2.647636,2.608785,27.82052,5.653284,0.168427,0.168427,0.168427,?,?,?
450,'2017/02/12 13:47:22:040',10,337.066711,193.760452,5.277705,0.028463,-0.03377,0.059554,13.440588,10.680694,7.755681,7.682836,2.628146,2.58793,27.831226,5.68336,0.168427,0.168427,0.168427,?,?,?
451,'2017/02/12 13:47:22:074',10,337.625092,193.816116,5.273231,0.028443,-0.034945,0.059627,13.503246,10.2808,7.744,7.656801,2.669495,2.629354,27.811085,5.657166,0.168427,0.168427,0.168427,?,?,?
452,'2017/02/12 13:47:22:079',10,337.625092,193.816116,5.273231,0.028443,-0.034945,0.059627,13.503246,10.2808,7.744,7.656801,2.669495,2.629354,27.811085,5.657166,0.168427,0.168427,0.168427,?,?,?
453,'2017/02/12 13:47:22:107',10,338.147552,193.744553,5.282411,0.029942,-0.036644,0.059554,13.441981,10.669346,7.780305,7.699624,2.63579,2.602596,27.9746,5.688314,0.168427,0.168427,0.168427,?,?,?
454,'2017/02/12 13:47:22:141',10,338.7854,193.73497,5.276534,0.029899,-0.035548,0.058297,13.515571,10.305424,7.783001,7.688465,2.638241,2.598228,27.893936,5.679789,0.168427,0.168427,0.168427,?,?,?
455,'2017/02/12 13:47:22:173',10,339.658997,193.60054,5.292327,0.027742,-0.037714,0.056754,13.413207,10.667311,7.589147,7.505428,2.70864,2.661384,27.957603,5.671061,0.168427,0.168427,0.168427,?,?,?
456,'2017/02/12 13:47:22:183',10,339.658997,193.60054,5.292327,0.027742,-0.037714,0.056754,13.413207,10.667311,7.589147,7.505428,2.70864,2.661384,27.957603,5.671061,0.168427,0.168427,0.168427,?,?,?
457,'2017/02/12 13:47:22:207',10,340.5672,193.033127,5.289869,0.04886,-0.037625,0.057926,13.477493,10.615292,7.568012,7.502991,2.613831,2.544549,27.797085,5.80304,0.168427,0.168427,0.168427,?,?,?
458,'2017/02/12 13:47:22:243',10,342.065857,193.104919,5.298404,0.036722,-0.038707,0.057544,13.436153,10.333606,7.426348,7.357629,2.527439,2.465433,27.744207,5.871882,0.168427,0.168427,0.168427,?,?,?
459,'2017/02/12 13:47:22:274',10,344.687134,193.296799,5.29985,0.039276,-0.046493,0.056292,13.430982,10.364545,7.398201,7.331969,2.623267,2.56554,27.807068,5.829543,0.168427,0.168427,0.168427,?,?,?
460,'2017/02/12 13:47:22:284',10,344.687134,193.296799,5.29985,0.039276,-0.046493,0.056292,13.430982,10.364545,7.398201,7.331969,2.623267,2.56554,27.807068,5.829543,0.168427,0.168427,0.168427,?,?,?
461,'2017/02/12 13:47:22:309',10,347.125122,192.839722,5.304132,0.050016,-0.05213,0.050738,13.430178,10.274481,7.38476,7.283537,2.784752,2.722713,27.591364,5.753826,0.168427,0.168427,0.168427,?,?,?
462,'2017/02/12 13:47:22:342',10,350.224609,192.886932,5.314948,0.054444,-0.05893,0.051259,13.358921,10.435617,7.55806,7.472109,2.629501,2.555331,27.658125,5.626267,0.168427,0.168427,0.168427,?,?,?
463,'2017/02/12 13:47:22:377',10,353.7612,192.154175,5.2982,0.050275,-0.064363,0.045549,13.490339,10.284524,7.500029,7.403543,2.651345,2.558503,27.668074,5.620803,0.168427,0.168427,0.168427,?,?,?
464,'2017/02/12 13:47:22:386',10,353.7612,192.154175,5.2982,0.050275,-0.064363,0.045549,13.490339,10.284524,7.500029,7.403543,2.651345,2.558503,27.668074,5.620803,0.168427,0.168427,0.168427,?,?,?
465,'2017/02/12 13:47:22:409',10,357.436951,192.025085,5.294335,0.055334,-0.072822,0.048369,13.359435,10.374373,7.581025,7.456538,2.571553,2.475199,27.707565,5.628511,0.168427,0.168427,0.168427,?,?,?
466,'2017/02/12 13:47:22:442',10,360.983826,192.323181,5.303313,0.051747,-0.0805,0.057212,13.259778,10.333393,7.586609,7.425897,2.575306,2.498231,27.789717,5.584864,0.168427,0.168427,0.168427,?,?,?
467,'2017/02/12 13:47:22:474',10,360.983826,192.323181,5.303313,0.051747,-0.0805,0.057212,13.259778,10.333393,7.586609,7.425897,2.575306,2.498231,27.789717,5.584864,0.168427,0.168427,0.168427,?,?,?
468,'2017/02/12 13:47:22:477',10,364.986267,191.955994,5.276975,0.036573,-0.08925,0.056926,13.386551,10.397977,7.555724,7.395702,2.578563,2.482871,27.776039,5.62272,0.168427,0.168427,0.168427,?,?,?
469,'2017/02/12 13:47:22:493',10,368.256805,191.892029,5.27901,0.041048,-0.096648,0.064276,13.404436,10.348399,7.586565,7.422809,2.526525,2.446073,27.81811,5.60744,0.168427,0.168427,0.168427,?,?,?
470,'2017/02/12 13:47:22:543',10,371.640015,192.160141,5.282561,0.031956,-0.107818,0.070497,13.306285,10.498017,7.53443,7.364238,2.607132,2.537297,27.809137,5.57118,0.168427,0.168427,0.168427,?,?,?
471,'2017/02/12 13:47:22:576',10,374.732544,192.132294,5.277784,0.034546,-0.111905,0.07579,13.30582,10.234505,7.587479,7.444009,2.544915,2.481096,27.80842,5.516214,0.168427,0.168427,0.168427,?,?,?
472,'2017/02/12 13:47:22:592',10,377.231903,192.881775,5.275819,0.023738,-0.10827,0.082246,13.424878,10.521209,7.872361,7.701052,2.570827,2.509666,27.769762,5.478294,0.168427,0.168427,0.168427,?,?,?
473,'2017/02/12 13:47:22:592',10,377.231903,192.881775,5.275819,0.023738,-0.10827,0.082246,13.424878,10.521209,7.872361,7.701052,2.570827,2.509666,27.769762,5.478294,0.168427,0.168427,0.168427,?,?,?
474,'2017/02/12 13:47:22:622',10,379.061005,192.907089,5.250432,0.014866,-0.113311,0.084722,13.459847,10.380775,7.926092,7.780716,2.544065,2.485803,27.752415,5.739339,0.168427,0.168427,0.168427,?,?,?
475,'2017/02/12 13:47:22:659',10,380.621124,192.925018,5.264626,0.016448,-0.120436,0.086519,13.447211,10.327571,7.841838,7.676031,2.674236,2.622297,27.691198,5.735268,0.168427,0.168427,0.168427,?,?,?
476,'2017/02/12 13:47:22:708',10,381.718567,193.03334,5.250478,0.000009,-0.118978,0.091237,13.492749,10.393933,7.828762,7.706508,2.596926,2.556879,27.60413,5.805279,0.168427,0.168427,0.168427,?,?,?
477,'2017/02/12 13:47:22:715',10,381.718567,193.03334,5.250478,0.000009,-0.118978,0.091237,13.492749,10.393933,7.828762,7.706508,2.596926,2.556879,27.60413,5.805279,0.168427,0.168427,0.168427,?,?,?
478,'2017/02/12 13:47:22:747',10,382.375122,193.153976,5.255168,0.000286,-0.124781,0.094561,13.523942,10.543728,7.862883,7.759323,2.534212,2.505624,27.770473,5.473106,0.168427,0.168427,0.168427,?,?,?
479,'2017/02/12 13:47:22:762',10,382.600861,193.371109,5.260572,-0.002608,-0.124219,0.09466,13.487188,10.34993,7.826138,7.715232,2.54283,2.509875,27.808626,5.461606,0.168427,0.168427,0.168427,?,?,?
480,'2017/02/12 13:47:22:807',10,382.600861,193.371109,5.260572,-0.002608,-0.124219,0.09466,13.487188,10.34993,7.826138,7.715232,2.54283,2.509875,27.808626,5.461606,0.168427,0.168427,0.168427,?,?,?
481,'2017/02/12 13:47:22:810',10,382.663849,192.906158,5.266344,0.004407,-0.127367,0.096921,13.559596,10.610373,7.851053,7.751206,2.485746,2.461667,27.824234,5.493959,0.168427,0.168427,0.168427,?,?,?
482,'2017/02/12 13:47:22:825',10,382.411133,193.00766,5.2619,-0.001183,-0.121549,0.097942,13.542996,10.362764,7.811387,7.713428,2.494014,2.458364,27.879101,5.500351,0.168427,0.168427,0.168427,?,?,?
483,'2017/02/12 13:47:22:876',10,381.453552,192.621094,5.259988,0.007468,-0.124952,0.096914,13.670685,10.68232,7.852386,7.772785,2.506172,2.48008,27.813955,5.525405,0.168427,0.168427,0.168427,?,?,?
484,'2017/02/12 13:47:22:910',10,379.865295,192.264145,5.238984,0.005896,-0.129107,0.093711,13.665709,10.533959,7.77611,7.676352,2.589362,2.549466,27.878225,5.753285,0.168427,0.168427,0.168427,?,?,?
485,'2017/02/12 13:47:22:915',10,379.865295,192.264145,5.238984,0.005896,-0.129107,0.093711,13.665709,10.533959,7.77611,7.676352,2.589362,2.549466,27.878225,5.753285,0.168427,0.168427,0.168427,?,?,?
486,'2017/02/12 13:47:22:944',10,377.768646,192.211823,5.224412,-0.000288,-0.124247,0.088488,13.61034,10.457567,7.791039,7.698184,2.606471,2.562611,27.781288,5.87693,0.168427,0.168427,0.168427,?,?,?
487,'2017/02/12 13:47:22:977',10,375.031311,192.427139,5.234502,-0.004882,-0.114681,0.089174,13.562513,10.444942,7.737759,7.659535,2.561628,2.523291,27.86912,5.72809,0.168427,0.168427,0.168427,?,?,?
488,'2017/02/12 13:47:22:994',10,371.708008,191.948364,5.247347,0.009168,-0.106159,0.084039,13.459858,10.592977,7.746371,7.673654,2.529194,2.483398,27.969595,5.5694,0.168427,0.168427,0.168427,?,?,?
489,'2017/02/12 13:47:23:021',10,371.708008,191.948364,5.247347,0.009168,-0.106159,0.084039,13.459858,10.592977,7.746371,7.673654,2.529194,2.483398,27.969595,5.5694,0.168427,0.168427,0.168427,?,?,?
490,'2017/02/12 13:47:23:044',10,367.9245,191.440109,5.227254,0.007129,-0.092274,0.074249,13.549273,10.474201,7.799832,7.71334,2.476687,2.397325,27.856441,5.595475,0.168427,0.168427,0.168427,?,?,?
491,'2017/02/12 13:47:23:060',10,363.032928,190.882568,5.218975,0.017681,-0.085522,0.071622,13.611404,10.580005,7.75593,7.641554,2.642437,2.563588,27.811331,5.712888,0.168427,0.168427,0.168427,?,?,?
492,'2017/02/12 13:47:23:112',10,358.022644,190.447357,5.221802,0.024246,-0.073357,0.062875,13.658497,10.670794,7.713786,7.636405,2.703458,2.610505,28.003643,5.705179,0.168427,0.168427,0.168427,?,?,?
493,'2017/02/12 13:47:23:128',10,352.273621,189.902115,5.211435,0.024916,-0.063866,0.06428,13.62913,10.78396,7.725578,7.660173,2.689325,2.612483,27.917564,5.733906,0.168427,0.168427,0.168427,?,?,?
494,'2017/02/12 13:47:23:133',10,352.273621,189.902115,5.211435,0.024916,-0.063866,0.06428,13.62913,10.78396,7.725578,7.660173,2.689325,2.612483,27.917564,5.733906,0.168427,0.168427,0.168427,?,?,?
495,'2017/02/12 13:47:23:179',10,346.24649,190.171417,5.195942,0.003637,-0.05697,0.066739,13.522573,10.646349,7.754396,7.695482,2.628151,2.556923,27.835194,5.719204,0.168427,0.168427,0.168427,?,?,?
496,'2017/02/12 13:47:23:194',10,339.679413,190.075302,5.207956,-0.008587,-0.045347,0.066172,13.485391,10.945131,7.729958,7.683469,2.564833,2.522675,27.985783,5.608083,0.168427,0.168427,0.168427,?,?,?
497,'2017/02/12 13:47:23:244',10,332.725128,189.682999,5.200889,-0.00625,-0.036743,0.062215,13.410377,10.614082,7.701515,7.666825,2.581524,2.558107,28.16049,5.634274,0.168427,0.168427,0.168427,?,?,?
498,'2017/02/12 13:47:23:247',10,332.725128,189.682999,5.200889,-0.00625,-0.036743,0.062215,13.410377,10.614082,7.701515,7.666825,2.581524,2.558107,28.16049,5.634274,0.168427,0.168427,0.168427,?,?,?
499,'2017/02/12 13:47:23:260',10,325.421143,189.662369,5.191191,-0.019363,-0.031485,0.056945,13.498244,10.950481,7.691517,7.667267,2.545244,2.545713,28.355564,5.549964,0.168427,0.168427,0.168427,?,?,?
500,'2017/02/12 13:47:23:310',10,318.144501,190.129517,5.187967,-0.030439,-0.015415,0.055132,13.359674,11.003191,7.66726,7.628989,2.552783,2.553454,28.386145,5.654648,0.168427,0.168427,0.168427,?,?,?
501,'2017/02/12 13:47:23:344',10,310.924133,190.391525,5.192328,-0.033687,-0.002217,0.050323,13.414631,10.945967,7.698874,7.665813,2.579532,2.593221,28.319313,5.679477,0.168427,0.168427,0.168427,?,?,?
502,'2017/02/12 13:47:23:378',10,310.924133,190.391525,5.192328,-0.033687,-0.002217,0.050323,13.414631,10.945967,7.698874,7.665813,2.579532,2.593221,28.319313,5.679477,0.168427,0.168427,0.168427,?,?,?
503,'2017/02/12 13:47:23:381',10,304.165039,190.578171,5.188993,-0.031851,0.01434,0.043246,13.407113,10.992156,7.65046,7.618388,2.560605,2.578152,28.370514,5.69615,0.168427,0.168427,0.168427,?,?,?
504,'2017/02/12 13:47:23:396',10,297.551025,191.325562,5.195037,-0.032175,0.03089,0.034699,13.454232,11.0577,7.625967,7.602391,2.577146,2.584619,28.365982,5.745438,0.168427,0.168427,0.168427,?,?,?
505,'2017/02/12 13:47:23:443',10,291.365356,191.948471,5.180988,-0.036195,0.045,0.025064,13.528119,10.992621,7.65513,7.623757,2.599309,2.601208,28.364098,5.76482,0.168427,0.168427,0.168427,?,?,?
506,'2017/02/12 13:47:23:479',10,285.283234,192.413956,5.179512,-0.028376,0.053398,0.018058,13.628426,11.014832,7.748288,7.731453,2.50541,2.516425,28.357353,5.685616,0.168427,0.168427,0.168427,?,?,?
507,'2017/02/12 13:47:23:488',10,285.283234,192.413956,5.179512,-0.028376,0.053398,0.018058,13.628426,11.014832,7.748288,7.731453,2.50541,2.516425,28.357353,5.685616,0.168427,0.168427,0.168427,?,?,?
508,'2017/02/12 13:47:23:615',10,285.283234,192.413956,5.179512,-0.028376,0.053398,0.018058,13.628426,11.014832,7.748288,7.731453,2.50541,2.516425,28.357353,5.685616,0.168427,0.168427,0.168427,?,?,?
509,'2017/02/12 13:47:23:646',10,267.348816,183.780975,4.695455,-0.053689,0.110856,0.13083,17.013588,2.22179,7.647823,7.85714,2.828306,2.907157,22.442892,6.209898,0.168427,0.168427,0.168427,?,?,?
510,'2017/02/12 13:47:23:661',10,251.692474,184.339966,4.682225,-0.042726,0.144189,0.119106,16.029081,1.907603,7.350142,7.623447,2.543236,2.664692,22.459923,6.31608,0.168427,0.168427,0.168427,?,?,?
511,'2017/02/12 13:47:23:685',10,251.692474,184.339966,4.682225,-0.042726,0.144189,0.119106,16.029081,1.907603,7.350142,7.623447,2.543236,2.664692,22.459923,6.31608,0.168427,0.168427,0.168427,?,?,?
512,'2017/02/12 13:47:23:697',10,249.151917,184.900345,4.690061,-0.070697,0.142394,0.111937,16.634132,2.41976,7.321092,7.555737,2.497437,2.597609,22.418198,6.288519,0.168427,0.168427,0.168427,?,?,?
513,'2017/02/12 13:47:23:820',10,249.151917,184.900345,4.690061,-0.070697,0.142394,0.111937,16.634132,2.41976,7.321092,7.555737,2.497437,2.597609,22.418198,6.288519,0.168427,0.168427,0.168427,?,?,?
514,'2017/02/12 13:47:23:880',10,245.353149,185.494965,4.682356,-0.062701,0.152411,0.105967,15.970353,2.298707,7.33281,7.574289,2.53254,2.642456,22.433754,6.234821,0.168427,0.168427,0.168427,?,?,?
515,'2017/02/12 13:47:23:896',10,242.968552,187.009781,4.700988,-0.077216,0.156813,0.10648,15.677661,2.068492,7.256092,7.514077,2.614496,2.7143,22.315386,6.160547,0.168427,0.168427,0.168427,?,?,?
516,'2017/02/12 13:47:23:912',10,242.968552,187.009781,4.700988,-0.077216,0.156813,0.10648,15.677661,2.068492,7.256092,7.514077,2.614496,2.7143,22.315386,6.160547,0.168427,0.168427,0.168427,?,?,?
517,'2017/02/12 13:47:23:947',10,243.953491,186.981354,4.71355,-0.088063,0.154733,0.098936,15.65867,2.255258,7.176873,7.410607,2.54991,2.619385,22.26631,6.244338,0.168427,0.168427,0.168427,?,?,?
518,'2017/02/12 13:47:23:963',10,245.527344,186.93541,4.70501,-0.089551,0.151576,0.100317,15.717572,2.189688,7.190611,7.426078,2.744454,2.809075,22.051584,6.246727,0.168427,0.168427,0.168427,?,?,?
519,'2017/02/12 13:47:24:015',10,245.527344,186.93541,4.70501,-0.089551,0.151576,0.100317,15.717572,2.189688,7.190611,7.426078,2.744454,2.809075,22.051584,6.246727,0.168427,0.168427,0.168427,?,?,?
520,'2017/02/12 13:47:24:110',10,245.527344,186.93541,4.70501,-0.089551,0.151576,0.100317,15.717572,2.189688,7.190611,7.426078,2.744454,2.809075,22.051584,6.246727,0.168427,0.168427,0.168427,?,?,?
521,'2017/02/12 13:47:24:172',10,250.609024,185.297729,4.694597,-0.050027,0.136549,0.102041,16.311361,2.458251,7.271987,7.522804,2.52888,2.620003,22.335758,6.322532,0.168427,0.168427,0.168427,?,?,?
522,'2017/02/12 13:47:24:188',10,264.782867,184.703369,4.742142,-0.068835,0.108752,0.113391,16.4468,2.195782,7.166659,7.401802,2.469569,2.5128,22.381821,6.450113,0.168427,0.168427,0.168427,?,?,?
523,'2017/02/12 13:47:24:205',10,269.297791,185.2659,4.76939,-0.104839,0.097152,0.116251,16.127943,2.205939,7.145085,7.375513,2.601863,2.616149,22.312912,6.462681,0.168427,0.168427,0.168427,?,?,?
524,'2017/02/12 13:47:24:215',10,269.297791,185.2659,4.76939,-0.104839,0.097152,0.116251,16.127943,2.205939,7.145085,7.375513,2.601863,2.616149,22.312912,6.462681,0.168427,0.168427,0.168427,?,?,?
525,'2017/02/12 13:47:24:248',10,275.311646,185.475723,4.781136,-0.119301,0.075857,0.119427,16.934576,2.165122,7.063846,7.278533,2.669711,2.680149,22.069622,6.450166,0.168427,0.168427,0.168427,?,?,?
526,'2017/02/12 13:47:24:263',10,281.126007,184.946548,4.785673,-0.093542,0.066931,0.132861,15.940258,1.825512,7.089232,7.300566,2.587747,2.605163,22.342688,6.43907,0.168427,0.168427,0.168427,?,?,?
527,'2017/02/12 13:47:24:312',10,287.476563,185.44339,4.803943,-0.10696,0.05537,0.141487,16.643406,1.882386,7.09396,7.287657,2.667873,2.672716,22.154827,6.434383,0.168427,0.168427,0.168427,?,?,?
528,'2017/02/12 13:47:24:319',10,287.476563,185.44339,4.803943,-0.10696,0.05537,0.141487,16.643406,1.882386,7.09396,7.287657,2.667873,2.672716,22.154827,6.434383,0.168427,0.168427,0.168427,?,?,?
529,'2017/02/12 13:47:24:348',10,294.190216,185.202988,4.786264,-0.107968,0.048017,0.144335,15.973526,1.871203,7.0897,7.29747,2.631442,2.631618,22.342354,6.465937,0.168427,0.168427,0.168427,?,?,?
530,'2017/02/12 13:47:24:365',10,300.9151,185.250763,4.804398,-0.101786,0.028571,0.145628,15.918808,1.777892,7.110038,7.317115,2.61883,2.623359,22.319511,6.463396,0.168427,0.168427,0.168427,?,?,?
531,'2017/02/12 13:47:24:413',10,307.368103,184.796478,4.792163,-0.092806,0.021167,0.148563,15.861769,1.783242,7.118091,7.329039,2.580638,2.567474,22.314535,6.394952,0.168427,0.168427,0.168427,?,?,?
532,'2017/02/12 13:47:24:415',10,307.368103,184.796478,4.792163,-0.092806,0.021167,0.148563,15.861769,1.783242,7.118091,7.329039,2.580638,2.567474,22.314535,6.394952,0.168427,0.168427,0.168427,?,?,?
533,'2017/02/12 13:47:24:431',10,313.53949,184.130249,4.763849,-0.06813,0.006078,0.154972,15.213745,1.354749,7.157873,7.363291,2.635639,2.623806,22.112234,6.28152,0.168427,0.168427,0.168427,?,?,?
534,'2017/02/12 14:03:05:786',11,382.028625,221.451447,3.956642,0.155947,-0.243117,0.326851,13.05431,1.098007,7.171667,7.420856,2.641958,3.034092,19.753599,6.377074,0,0,0,?,?,?
535,'2017/02/12 14:03:05:840',11,382.139069,221.499252,3.953146,0.156016,-0.245103,0.325784,13.05851,1.126325,7.188962,7.442828,2.606315,3.008234,19.795513,6.310917,0,0,0,?,?,?
536,'2017/02/12 14:03:05:854',11,382.34375,221.392914,3.953707,0.155006,-0.245674,0.325235,13.101594,1.117407,7.181761,7.437981,2.596208,2.996029,19.761576,6.421787,0,0,0,?,?,?
537,'2017/02/12 14:03:05:887',11,382.543579,221.364655,3.956059,0.15282,-0.248794,0.324549,13.094144,1.114993,7.191718,7.438804,2.619852,3.01813,19.752129,6.448345,0,0,0,?,?,?
538,'2017/02/12 14:03:05:921',11,382.663574,221.331543,3.952665,0.155023,-0.246522,0.326663,13.164484,1.113651,7.176634,7.423386,2.642967,3.036005,19.742691,6.389385,0,0,0,?,?,?
539,'2017/02/12 14:03:05:955',11,382.842041,221.388672,3.954116,0.151411,-0.247323,0.325759,13.237637,1.126508,7.216061,7.46695,2.564165,2.964543,19.742599,6.324209,0,0,0,?,?,?
540,'2017/02/12 14:03:05:988',11,383.172241,221.375916,3.951898,0.153658,-0.250306,0.325478,13.237603,1.116362,7.217927,7.453272,2.576966,2.96287,19.778175,6.25374,0,0,0,?,?,?
541,'2017/02/12 14:03:06:021',11,383.29715,221.283722,3.953469,0.15342,-0.250452,0.326705,13.23568,1.125098,7.191009,7.431625,2.596202,2.989737,19.818619,6.328492,0,0,0,?,?,?
542,'2017/02/12 14:03:06:056',11,383.301453,221.308823,3.951317,0.149785,-0.249046,0.328844,13.10941,1.115053,7.189399,7.434727,2.579606,2.976081,19.757763,6.321734,0,0,0,?,?,?
543,'2017/02/12 14:03:06:089',11,383.33432,221.360428,3.948793,0.147862,-0.250291,0.329747,13.230635,1.112073,7.195817,7.439014,2.535797,2.938713,19.768911,6.436289,0,0,0,?,?,?
544,'2017/02/12 14:03:06:125',11,383.323303,221.320023,3.948159,0.150746,-0.249837,0.331531,13.14174,1.114721,7.172143,7.422509,2.58246,2.982017,19.737471,6.356606,0,0,0,?,?,?
545,'2017/02/12 14:03:06:140',11,383.312683,221.421753,3.94713,0.148085,-0.25134,0.332882,13.167905,1.124079,7.172944,7.425579,2.538796,2.948331,19.740255,6.473392,0,0,0,?,?,?
546,'2017/02/12 14:03:06:191',11,383.138245,221.428085,3.946884,0.146001,-0.251481,0.336428,13.190159,1.121495,7.186658,7.444555,2.554255,2.970387,19.732182,6.379851,0,0,0,?,?,?
547,'2017/02/12 14:03:06:222',11,383.235413,221.421783,3.951595,0.147283,-0.251524,0.336124,13.174124,1.128631,7.183322,7.438347,2.587013,3.000872,19.765734,6.404068,0,0,0,?,?,?
548,'2017/02/12 14:03:06:255',11,383.267639,221.446854,3.951117,0.151607,-0.251599,0.334642,13.189879,1.129736,7.171062,7.432091,2.561776,2.975869,19.784405,6.410333,0,0,0,?,?,?
549,'2017/02/12 14:03:06:287',11,383.255524,221.454849,3.949014,0.151694,-0.252708,0.335891,13.159279,1.125639,7.163958,7.426784,2.569565,2.986973,19.760138,6.426857,0,0,0,?,?,?
550,'2017/02/12 14:03:06:320',11,383.290985,221.546722,3.948943,0.149296,-0.252711,0.336514,13.143587,1.124166,7.174889,7.437493,2.582551,2.994758,19.745161,6.375843,0,0,0,?,?,?
551,'2017/02/12 14:03:06:357',11,383.349823,221.506454,3.950492,0.150201,-0.251084,0.333202,13.194691,1.128341,7.150103,7.411382,2.576967,2.987746,19.791096,6.321918,0,0,0,?,?,?
